Employee_ID,Age,first_name,last_name,gender,Department,Job_Role,Education_Level,Marital_Status,Job_Tenure,Distance_From_Home,Gender_Clean,Performance_Rating,Last_Promotion_Year,Training_Hours,Work_Life_Balance,Job_Satisfaction,attrition,Exit_Interview_Score,Attrition_Flag,Years_Since_Promotion,Tenure_Bucket,Age_Group,Distance_Band,Promo_Gap_Bucket,Salary_Band,Exit_Score_Category,Performance_Category,Satisfaction_Category,WLB_Category,Attrition_Risk_Score,Risk_Segment
204,43,Braden,Studders,Genderqueer,Sales,Senior Developer,Master's,Single,5,7,Non-Binary / Other,4,2013,154,4,5,False,,0,11,3–5 yrs,36–45,Near (≤10 km),9–12 yrs,Band 2 – Mid-Low,N/A (Still Employed),Good,Very High,Good,1.764,Low Risk
205,41,Ermin,McCroary,Male,Sales,Data Analyst,PhD,Single,10,4,Male,5,2018,142,1,3,False,,0,6,6–10 yrs,36–45,Near (≤10 km),6–8 yrs,Band 3 – Mid-High,N/A (Still Employed),Outstanding,Neutral,Very Poor,2.658,Medium Risk
206,41,Andrej,Aronow,Male,Marketing,Senior Developer,Bachelor's,Single,1,11,Male,2,2012,144,4,3,False,,0,12,0–2 yrs,36–45,Medium (11–25 km),9–12 yrs,Band 1 – Low,N/A (Still Employed),Below Average,Neutral,Good,2.822,Medium Risk
207,39,Lindy,Beardsdale,Genderqueer,IT,HR Specialist,Master's,Divorced,16,21,Non-Binary / Other,4,2018,158,4,2,False,,0,6,11–20 yrs,36–45,Medium (11–25 km),6–8 yrs,Band 4 – High,N/A (Still Employed),Good,Low,Good,2.442,Medium Risk
208,53,Mildred,Stiffkins,Female,HR,Senior Developer,Bachelor's,Divorced,12,49,Female,3,2021,140,4,3,False,,0,3,11–20 yrs,46–55,Far (26–50 km),3–5 yrs,Band 3 – Mid-High,N/A (Still Employed),Average,Neutral,Good,2.248,Low Risk
209,28,Desiree,Yashunin,Female,HR,Senior Developer,Master's,Single,11,25,Female,5,2017,119,1,3,False,,0,7,11–20 yrs,26–35,Medium (11–25 km),6–8 yrs,Band 3 – Mid-High,N/A (Still Employed),Outstanding,Neutral,Very Poor,2.75,Medium Risk
210,36,Candice,Waterhous,Female,IT,Marketing Lead,Bachelor's,Married,8,12,Female,5,2012,83,3,4,False,5.0,0,12,6–10 yrs,36–45,Medium (11–25 km),9–12 yrs,Band 3 – Mid-High,Low Dissatisfaction,Outstanding,High,Fair,2.174,Low Risk
211,30,Bram,Jeffers,Male,IT,HR Specialist,Bachelor's,Single,14,23,Male,3,2013,92,4,5,False,,0,11,11–20 yrs,26–35,Medium (11–25 km),9–12 yrs,Band 3 – Mid-High,N/A (Still Employed),Average,Very High,Good,1.996,Low Risk
212,41,Homer,Madgett,Male,Finance,Developer,Bachelor's,Married,14,48,Male,3,2024,108,3,4,False,,0,0,11–20 yrs,36–45,Far (26–50 km),0–2 yrs,Band 3 – Mid-High,N/A (Still Employed),Average,High,Fair,2.046,Low Risk
213,50,Olin,Lissemore,Male,HR,HR Specialist,Master's,Married,13,44,Male,1,2020,91,1,1,True,4.0,1,4,11–20 yrs,46–55,Far (26–50 km),3–5 yrs,Band 2 – Mid-Low,Low Dissatisfaction,Needs Improvement,Very Low,Very Poor,4.038,High Risk
214,42,Edward,Woods,Male,HR,Senior Developer,PhD,Divorced,18,35,Male,4,2020,55,5,3,False,,0,4,11–20 yrs,36–45,Far (26–50 km),3–5 yrs,Band 4 – High,N/A (Still Employed),Good,Neutral,Excellent,1.82,Low Risk
215,39,Rivi,Hazley,Female,IT,Developer,Bachelor's,Divorced,10,36,Female,5,2023,46,4,5,False,,0,1,6–10 yrs,36–45,Far (26–50 km),0–2 yrs,Band 3 – Mid-High,N/A (Still Employed),Outstanding,Very High,Good,1.122,Low Risk
216,48,Goober,Bilbee,Male,IT,Data Analyst,Master's,Married,11,39,Male,4,2012,20,5,3,True,2.0,1,12,11–20 yrs,46–55,Far (26–50 km),9–12 yrs,Band 3 – Mid-High,High Dissatisfaction,Good,Neutral,Excellent,2.228,Low Risk
217,60,Worden,Denisovich,Male,Sales,Senior Developer,Bachelor's,Married,19,26,Male,3,2014,198,3,1,False,,0,10,11–20 yrs,55+,Far (26–50 km),9–12 yrs,Band 4 – High,N/A (Still Employed),Average,Very Low,Fair,3.402,High Risk
218,27,Stephi,Shildrake,Female,Finance,Senior Developer,Bachelor's,Single,1,31,Female,1,2020,197,4,3,False,,0,4,0–2 yrs,26–35,Far (26–50 km),3–5 yrs,Band 1 – Low,N/A (Still Employed),Needs Improvement,Neutral,Good,2.662,Medium Risk
219,34,Terrence,Greenless,Male,Marketing,Manager,Master's,Single,19,38,Male,5,2014,63,3,4,False,,0,10,11–20 yrs,26–35,Far (26–50 km),9–12 yrs,Band 4 – High,N/A (Still Employed),Outstanding,High,Fair,2.126,Low Risk
220,50,Wilhelm,Gilbey,Male,Finance,Manager,Master's,Single,2,9,Male,1,2021,120,5,1,False,,0,3,0–2 yrs,46–55,Near (≤10 km),3–5 yrs,Band 1 – Low,N/A (Still Employed),Needs Improvement,Very Low,Excellent,2.918,Medium Risk
221,35,Caressa,Woolmer,Female,HR,Data Analyst,PhD,Married,5,17,Female,2,2024,142,3,5,False,,0,0,3–5 yrs,26–35,Medium (11–25 km),0–2 yrs,Band 1 – Low,N/A (Still Employed),Below Average,Very High,Fair,1.884,Low Risk
222,48,Virginie,Scoates,Female,Operations,Manager,Master's,Single,5,1,Female,5,2010,81,1,2,False,,0,14,3–5 yrs,46–55,Near (≤10 km),12+ yrs,Band 2 – Mid-Low,N/A (Still Employed),Outstanding,Low,Very Poor,3.352,High Risk
223,53,Retha,Drennan,Female,Sales,Senior Developer,Bachelor's,Married,11,44,Female,1,2022,157,2,1,False,,0,2,11–20 yrs,46–55,Far (26–50 km),0–2 yrs,Band 2 – Mid-Low,N/A (Still Employed),Needs Improvement,Very Low,Poor,3.688,High Risk
224,55,Clio,Drynan,Female,Operations,Data Analyst,Master's,Single,19,33,Female,2,2017,167,4,2,True,2.0,1,7,11–20 yrs,46–55,Far (26–50 km),6–8 yrs,Band 4 – High,High Dissatisfaction,Below Average,Low,Good,2.916,Medium Risk
225,45,Taite,Rootham,Male,IT,HR Specialist,Master's,Married,20,46,Male,1,2019,90,5,4,False,,0,5,11–20 yrs,36–45,Far (26–50 km),3–5 yrs,Band 4 – High,N/A (Still Employed),Needs Improvement,High,Excellent,2.192,Low Risk
226,25,Florian,Stanwix,Male,Marketing,Data Analyst,Bachelor's,Divorced,20,10,Male,3,2021,35,4,1,False,,0,3,11–20 yrs,18–25,Near (≤10 km),3–5 yrs,Band 4 – High,N/A (Still Employed),Average,Very Low,Good,2.77,Medium Risk
227,54,Sofie,Crabb,Female,HR,HR Specialist,Bachelor's,Divorced,19,43,Female,4,2013,98,1,1,False,,0,11,11–20 yrs,46–55,Far (26–50 km),9–12 yrs,Band 4 – High,N/A (Still Employed),Good,Very Low,Very Poor,3.786,High Risk
228,32,Daniele,Grimsdike,Female,Marketing,Senior Developer,Bachelor's,Married,13,9,Female,2,2011,82,2,5,False,,0,13,11–20 yrs,26–35,Near (≤10 km),12+ yrs,Band 3 – Mid-High,N/A (Still Employed),Below Average,Very High,Poor,2.768,Medium Risk
229,26,Gradeigh,Foker,Male,Operations,Manager,Bachelor's,Divorced,13,10,Male,5,2011,52,1,3,False,,0,13,11–20 yrs,26–35,Near (≤10 km),12+ yrs,Band 4 – High,N/A (Still Employed),Outstanding,Neutral,Very Poor,3.02,High Risk
230,41,Rois,Mongin,Female,Operations,Senior Developer,Bachelor's,Married,7,25,Female,4,2010,40,3,2,False,,0,14,6–10 yrs,36–45,Medium (11–25 km),12+ yrs,Band 2 – Mid-Low,N/A (Still Employed),Good,Low,Fair,3.1,High Risk
231,54,Siegfried,Winley,Agender,Finance,Data Analyst,Master's,Divorced,13,37,Non-Binary / Other,1,2012,83,5,3,False,,0,12,11–20 yrs,46–55,Far (26–50 km),9–12 yrs,Band 2 – Mid-Low,N/A (Still Employed),Needs Improvement,Neutral,Excellent,2.824,Medium Risk
232,47,Hamish,Sabbatier,Male,Sales,HR Specialist,Master's,Divorced,3,48,Male,2,2019,80,3,3,False,,0,5,3–5 yrs,46–55,Far (26–50 km),3–5 yrs,Band 1 – Low,N/A (Still Employed),Below Average,Neutral,Fair,2.796,Medium Risk
233,30,Robinet,Chamberlaine,Female,Finance,HR Specialist,Master's,Divorced,18,18,Female,4,2024,134,2,4,False,,0,0,11–20 yrs,26–35,Medium (11–25 km),0–2 yrs,Band 4 – High,N/A (Still Employed),Good,High,Poor,2.036,Low Risk
234,55,Blane,Tullis,Male,Operations,Data Analyst,Master's,Divorced,13,4,Male,4,2011,122,5,4,False,,0,13,11–20 yrs,46–55,Near (≤10 km),12+ yrs,Band 3 – Mid-High,N/A (Still Employed),Good,High,Excellent,1.908,Low Risk
235,58,Melicent,Bordis,Female,IT,Marketing Lead,Master's,Single,7,47,Female,1,2018,67,5,5,False,3.0,0,6,6–10 yrs,55+,Far (26–50 km),6–8 yrs,Band 1 – Low,Moderate Dissatisfaction,Needs Improvement,Very High,Excellent,1.944,Low Risk
236,23,Clyde,Force,Male,Sales,HR Specialist,Bachelor's,Single,16,41,Male,3,2011,53,4,1,False,,0,13,11–20 yrs,18–25,Far (26–50 km),12+ yrs,Band 4 – High,N/A (Still Employed),Average,Very Low,Good,3.332,High Risk
237,33,Ulrica,Van Der Vlies,Female,Operations,Marketing Lead,Master's,Single,4,24,Female,4,2013,83,4,5,False,1.0,0,11,3–5 yrs,26–35,Medium (11–25 km),9–12 yrs,Band 1 – Low,High Dissatisfaction,Good,Very High,Good,1.798,Low Risk
238,34,Case,McCurt,Male,Finance,Senior Developer,Bachelor's,Divorced,11,46,Male,4,2013,76,1,2,False,,0,11,11–20 yrs,26–35,Far (26–50 km),9–12 yrs,Band 3 – Mid-High,N/A (Still Employed),Good,Low,Very Poor,3.492,High Risk
239,34,Jaquenette,Jirasek,Female,Marketing,HR Specialist,Bachelor's,Divorced,19,50,Female,5,2011,165,4,4,False,,0,13,11–20 yrs,26–35,Far (26–50 km),12+ yrs,Band 4 – High,N/A (Still Employed),Outstanding,High,Good,2.05,Low Risk
240,25,Feodora,Winterburn,Female,Sales,Marketing Lead,Bachelor's,Divorced,15,16,Female,4,2017,37,3,5,False,,0,7,11–20 yrs,18–25,Medium (11–25 km),6–8 yrs,Band 4 – High,N/A (Still Employed),Good,Very High,Fair,1.832,Low Risk
241,37,Torrin,Aizic,Genderqueer,Sales,HR Specialist,Master's,Single,10,44,Non-Binary / Other,1,2010,69,1,2,False,1.0,0,14,6–10 yrs,36–45,Far (26–50 km),12+ yrs,Band 2 – Mid-Low,High Dissatisfaction,Needs Improvement,Low,Very Poor,4.238,High Risk
242,24,Riane,Gunningham,Female,IT,Marketing Lead,Master's,Divorced,3,39,Female,1,2023,180,1,2,False,3.0,0,1,3–5 yrs,18–25,Far (26–50 km),0–2 yrs,Band 1 – Low,Moderate Dissatisfaction,Needs Improvement,Low,Very Poor,3.578,High Risk
243,51,Shayla,Lammers,Female,IT,HR Specialist,PhD,Divorced,6,27,Female,2,2018,81,4,2,False,2.0,0,6,6–10 yrs,46–55,Far (26–50 km),6–8 yrs,Band 1 – Low,High Dissatisfaction,Below Average,Low,Good,2.854,Medium Risk
244,25,Wylie,Dinneges,Male,Marketing,HR Specialist,PhD,Single,4,46,Male,1,2017,46,4,1,False,,0,7,3–5 yrs,18–25,Far (26–50 km),6–8 yrs,Band 1 – Low,N/A (Still Employed),Needs Improvement,Very Low,Good,3.442,High Risk
245,45,Harper,Von Oertzen,Male,Marketing,Developer,Master's,Single,18,30,Male,4,2016,34,3,2,False,,0,8,11–20 yrs,36–45,Far (26–50 km),6–8 yrs,Band 4 – High,N/A (Still Employed),Good,Low,Fair,2.81,Medium Risk
246,34,Hurleigh,Mateo,Male,Sales,Senior Developer,Bachelor's,Married,6,12,Male,4,2010,62,1,3,False,,0,14,6–10 yrs,26–35,Medium (11–25 km),12+ yrs,Band 2 – Mid-Low,N/A (Still Employed),Good,Neutral,Very Poor,3.274,High Risk
247,39,Antons,Ambrozik,Male,HR,Senior Developer,Bachelor's,Single,2,29,Male,2,2024,151,5,5,False,,0,0,0–2 yrs,36–45,Far (26–50 km),0–2 yrs,Band 1 – Low,N/A (Still Employed),Below Average,Very High,Excellent,1.408,Low Risk
248,45,Doralin,Marchetti,Bigender,Operations,HR Specialist,Bachelor's,Divorced,20,23,Non-Binary / Other,4,2011,140,3,5,False,,0,13,11–20 yrs,36–45,Medium (11–25 km),12+ yrs,Band 4 – High,N/A (Still Employed),Good,Very High,Fair,2.146,Low Risk
249,51,Dominique,Seacroft,Male,Operations,Marketing Lead,Bachelor's,Divorced,16,30,Male,3,2014,53,3,2,False,5.0,0,10,11–20 yrs,46–55,Far (26–50 km),9–12 yrs,Band 4 – High,Low Dissatisfaction,Average,Low,Fair,3.11,High Risk
250,54,Frederick,Tivenan,Male,Finance,Manager,Bachelor's,Married,1,33,Male,1,2016,17,4,5,False,,0,8,0–2 yrs,46–55,Far (26–50 km),6–8 yrs,Band 1 – Low,N/A (Still Employed),Needs Improvement,Very High,Good,2.266,Low Risk
251,47,Kerr,Wolfindale,Male,Sales,Marketing Lead,Bachelor's,Divorced,6,19,Male,3,2017,163,3,5,False,,0,7,6–10 yrs,46–55,Medium (11–25 km),6–8 yrs,Band 2 – Mid-Low,N/A (Still Employed),Average,Very High,Fair,2.038,Low Risk
252,29,Danielle,Dunford,Agender,Operations,HR Specialist,Bachelor's,Single,7,18,Non-Binary / Other,3,2012,20,3,5,False,,0,12,6–10 yrs,26–35,Medium (11–25 km),9–12 yrs,Band 2 – Mid-Low,N/A (Still Employed),Average,Very High,Fair,2.286,Low Risk
253,23,Mauricio,Wickey,Agender,Operations,Data Analyst,PhD,Single,3,28,Non-Binary / Other,5,2023,148,1,1,True,5.0,1,1,3–5 yrs,18–25,Far (26–50 km),0–2 yrs,Band 2 – Mid-Low,Low Dissatisfaction,Outstanding,Very Low,Very Poor,3.056,High Risk
254,37,Hermie,Ponder,Male,Marketing,Senior Developer,PhD,Divorced,13,34,Male,4,2013,147,5,5,False,,0,11,11–20 yrs,36–45,Far (26–50 km),9–12 yrs,Band 3 – Mid-High,N/A (Still Employed),Good,Very High,Excellent,1.568,Low Risk
255,45,Filippo,Pear,Male,Sales,Data Analyst,Bachelor's,Married,10,46,Male,2,2023,59,3,3,False,,0,1,6–10 yrs,36–45,Far (26–50 km),0–2 yrs,Band 2 – Mid-Low,N/A (Still Employed),Below Average,Neutral,Fair,2.592,Medium Risk
256,53,Tanitansy,Wellington,Female,IT,Marketing Lead,Bachelor's,Divorced,7,15,Female,4,2023,11,2,5,False,,0,1,6–10 yrs,46–55,Medium (11–25 km),0–2 yrs,Band 2 – Mid-Low,N/A (Still Employed),Good,Very High,Poor,1.78,Low Risk
257,60,Wilhelm,Corpe,Male,Finance,Developer,Bachelor's,Divorced,8,20,Male,1,2018,135,3,2,False,,0,6,6–10 yrs,55+,Medium (11–25 km),6–8 yrs,Band 1 – Low,N/A (Still Employed),Needs Improvement,Low,Fair,3.29,High Risk
258,50,Sorcha,Finlayson,Genderfluid,Sales,HR Specialist,Bachelor's,Divorced,10,41,Non-Binary / Other,3,2014,16,3,5,False,,0,10,6–10 yrs,46–55,Far (26–50 km),9–12 yrs,Band 2 – Mid-Low,N/A (Still Employed),Average,Very High,Fair,2.232,Low Risk
259,33,Anthony,Lackeye,Male,IT,Marketing Lead,PhD,Divorced,17,6,Male,4,2023,104,4,2,False,,0,1,11–20 yrs,26–35,Near (≤10 km),0–2 yrs,Band 4 – High,N/A (Still Employed),Good,Low,Good,2.162,Low Risk
260,52,Desdemona,Finlan,Female,Finance,Marketing Lead,Master's,Single,3,20,Female,1,2019,62,1,3,False,,0,5,3–5 yrs,46–55,Medium (11–25 km),3–5 yrs,Band 1 – Low,N/A (Still Employed),Needs Improvement,Neutral,Very Poor,3.44,High Risk
261,59,Sheryl,Niess,Bigender,Finance,Developer,Master's,Divorced,15,27,Non-Binary / Other,5,2020,82,4,2,False,,0,4,11–20 yrs,55+,Far (26–50 km),3–5 yrs,Band 4 – High,N/A (Still Employed),Outstanding,Low,Good,2.154,Low Risk
262,57,Kelila,Henzley,Female,HR,Manager,Master's,Single,2,50,Female,2,2017,156,3,1,False,4.0,0,7,0–2 yrs,55+,Far (26–50 km),6–8 yrs,Band 1 – Low,Low Dissatisfaction,Below Average,Very Low,Fair,3.5,High Risk
263,44,Silvio,Broadis,Male,IT,Manager,Bachelor's,Divorced,12,21,Male,4,2023,119,3,2,False,,0,1,11–20 yrs,36–45,Medium (11–25 km),0–2 yrs,Band 3 – Mid-High,N/A (Still Employed),Good,Low,Fair,2.442,Medium Risk
264,44,Arron,Hazeldene,Male,Finance,Marketing Lead,PhD,Single,17,6,Male,2,2020,197,1,5,False,,0,4,11–20 yrs,36–45,Near (≤10 km),3–5 yrs,Band 4 – High,N/A (Still Employed),Below Average,Very High,Very Poor,2.562,Medium Risk
265,32,Drud,Bowling,Male,Operations,HR Specialist,Master's,Married,1,41,Male,2,2019,123,5,2,False,,0,5,0–2 yrs,26–35,Far (26–50 km),3–5 yrs,Band 1 – Low,N/A (Still Employed),Below Average,Low,Excellent,2.582,Medium Risk
266,38,Tiffi,Riha,Female,HR,Data Analyst,Bachelor's,Single,6,6,Female,3,2011,143,1,2,False,,0,13,6–10 yrs,36–45,Near (≤10 km),12+ yrs,Band 2 – Mid-Low,N/A (Still Employed),Average,Low,Very Poor,3.712,High Risk
267,27,Cord,Beggan,Male,HR,Developer,Master's,Married,11,5,Male,5,2016,42,3,5,False,,0,8,11–20 yrs,26–35,Near (≤10 km),6–8 yrs,Band 3 – Mid-High,N/A (Still Employed),Outstanding,Very High,Fair,1.66,Low Risk
268,40,Millisent,Garralts,Female,Sales,Manager,Bachelor's,Married,14,47,Female,1,2012,126,1,5,False,,0,12,11–20 yrs,36–45,Far (26–50 km),9–12 yrs,Band 3 – Mid-High,N/A (Still Employed),Needs Improvement,Very High,Very Poor,3.244,High Risk
269,23,Charlotta,Ducroe,Female,Operations,Marketing Lead,Bachelor's,Divorced,13,16,Female,5,2020,85,5,4,False,,0,4,11–20 yrs,18–25,Medium (11–25 km),3–5 yrs,Band 4 – High,N/A (Still Employed),Outstanding,High,Excellent,1.282,Low Risk
270,46,Waldemar,Moncrieffe,Genderqueer,Operations,HR Specialist,Bachelor's,Single,6,6,Non-Binary / Other,4,2010,38,4,2,False,,0,14,6–10 yrs,46–55,Near (≤10 km),12+ yrs,Band 2 – Mid-Low,N/A (Still Employed),Good,Low,Good,2.812,Medium Risk
271,25,Kermie,Pettegree,Male,Marketing,Data Analyst,Bachelor's,Single,4,11,Male,1,2012,193,2,3,False,,0,12,3–5 yrs,18–25,Medium (11–25 km),9–12 yrs,Band 1 – Low,N/A (Still Employed),Needs Improvement,Neutral,Poor,3.522,High Risk
272,32,Danny,Corrao,Female,Marketing,Manager,Bachelor's,Divorced,5,37,Female,3,2012,190,2,1,True,4.0,1,12,3–5 yrs,26–35,Far (26–50 km),9–12 yrs,Band 1 – Low,Low Dissatisfaction,Average,Very Low,Poor,3.774,High Risk
273,58,Kristo,Zahor,Agender,Finance,Senior Developer,Bachelor's,Divorced,18,4,Non-Binary / Other,4,2023,40,1,4,False,,0,1,11–20 yrs,55+,Near (≤10 km),0–2 yrs,Band 4 – High,N/A (Still Employed),Good,High,Very Poor,2.308,Low Risk
274,35,Tanhya,Dyball,Female,Finance,Data Analyst,Master's,Divorced,14,6,Female,4,2021,123,5,3,False,,0,3,11–20 yrs,26–35,Near (≤10 km),3–5 yrs,Band 4 – High,N/A (Still Employed),Good,Neutral,Excellent,1.712,Low Risk
275,36,Panchito,Isaq,Male,Finance,Data Analyst,Bachelor's,Married,16,48,Male,2,2020,120,1,4,False,,0,4,11–20 yrs,36–45,Far (26–50 km),3–5 yrs,Band 3 – Mid-High,N/A (Still Employed),Below Average,High,Very Poor,2.946,Medium Risk
276,36,Obed,Osbiston,Male,Sales,Marketing Lead,Bachelor's,Divorced,3,19,Male,1,2013,136,2,5,False,,0,11,3–5 yrs,36–45,Medium (11–25 km),9–12 yrs,Band 1 – Low,N/A (Still Employed),Needs Improvement,Very High,Poor,2.888,Medium Risk
277,35,Darryl,Whittaker,Female,HR,Developer,Bachelor's,Divorced,13,36,Female,2,2012,77,2,4,False,,0,12,11–20 yrs,26–35,Far (26–50 km),9–12 yrs,Band 3 – Mid-High,N/A (Still Employed),Below Average,High,Poor,3.072,High Risk
278,39,Honey,Blei,Female,Marketing,HR Specialist,Bachelor's,Single,7,32,Female,1,2018,32,4,4,False,2.0,0,6,6–10 yrs,36–45,Far (26–50 km),6–8 yrs,Band 1 – Low,High Dissatisfaction,Needs Improvement,High,Good,2.464,Medium Risk
279,48,Warde,Jozsef,Male,IT,Marketing Lead,PhD,Married,5,1,Male,4,2021,45,4,4,False,,0,3,3–5 yrs,46–55,Near (≤10 km),3–5 yrs,Band 2 – Mid-Low,N/A (Still Employed),Good,High,Good,1.652,Low Risk
280,54,Davie,O' Liddy,Non-binary,Marketing,Manager,Bachelor's,Married,7,28,Non-Binary / Other,3,2021,81,3,3,True,5.0,1,3,6–10 yrs,46–55,Far (26–50 km),3–5 yrs,Band 2 – Mid-Low,Low Dissatisfaction,Average,Neutral,Fair,2.456,Medium Risk
281,23,Gifford,Coping,Male,HR,Marketing Lead,Bachelor's,Divorced,10,44,Male,3,2018,197,3,2,False,,0,6,6–10 yrs,18–25,Far (26–50 km),6–8 yrs,Band 2 – Mid-Low,N/A (Still Employed),Average,Low,Fair,2.938,Medium Risk
282,22,Doroteya,Rhyme,Female,HR,Marketing Lead,Bachelor's,Divorced,14,33,Female,2,2013,181,4,3,False,,0,11,11–20 yrs,18–25,Far (26–50 km),9–12 yrs,Band 3 – Mid-High,N/A (Still Employed),Below Average,Neutral,Good,2.816,Medium Risk
283,52,Benedikta,Hacard,Female,IT,Manager,PhD,Single,16,47,Female,1,2017,39,5,1,False,,0,7,11–20 yrs,46–55,Far (26–50 km),6–8 yrs,Band 3 – Mid-High,N/A (Still Employed),Needs Improvement,Very Low,Excellent,3.194,High Risk
284,30,Teena,Brenneke,Polygender,Sales,Senior Developer,PhD,Divorced,6,9,Non-Binary / Other,2,2017,100,2,1,True,1.0,1,7,6–10 yrs,26–35,Near (≤10 km),6–8 yrs,Band 1 – Low,High Dissatisfaction,Below Average,Very Low,Poor,3.668,High Risk
285,33,Lane,Kneebone,Female,Marketing,HR Specialist,Bachelor's,Single,20,31,Female,1,2014,30,5,3,False,,0,10,11–20 yrs,26–35,Far (26–50 km),9–12 yrs,Band 4 – High,N/A (Still Employed),Needs Improvement,Neutral,Excellent,2.712,Medium Risk
286,60,Ethelin,Gourley,Female,Finance,Data Analyst,Bachelor's,Divorced,19,32,Female,3,2014,200,5,5,False,,0,10,11–20 yrs,55+,Far (26–50 km),9–12 yrs,Band 4 – High,N/A (Still Employed),Average,Very High,Excellent,1.714,Low Risk
287,22,Shirleen,Stogill,Female,Operations,Data Analyst,Bachelor's,Married,10,33,Female,4,2020,66,4,3,False,,0,4,6–10 yrs,18–25,Far (26–50 km),3–5 yrs,Band 3 – Mid-High,N/A (Still Employed),Good,Neutral,Good,2.066,Low Risk
288,36,Ofelia,Piddlehinton,Female,Sales,Data Analyst,Bachelor's,Married,19,44,Female,1,2011,196,1,2,False,5.0,0,13,11–20 yrs,36–45,Far (26–50 km),12+ yrs,Band 4 – High,Low Dissatisfaction,Needs Improvement,Low,Very Poor,4.188,High Risk
289,38,Robby,Loughman,Male,Finance,Data Analyst,Bachelor's,Married,7,44,Male,3,2019,29,1,5,False,,0,5,6–10 yrs,36–45,Far (26–50 km),3–5 yrs,Band 2 – Mid-Low,N/A (Still Employed),Average,Very High,Very Poor,2.488,Medium Risk
290,60,Abie,Burdass,Male,Marketing,Manager,PhD,Divorced,17,35,Male,4,2017,93,3,5,False,,0,7,11–20 yrs,55+,Far (26–50 km),6–8 yrs,Band 4 – High,N/A (Still Employed),Good,Very High,Fair,1.87,Low Risk
291,41,Giovanna,Stearn,Female,IT,Data Analyst,Bachelor's,Divorced,15,45,Female,4,2015,50,3,1,False,,0,9,11–20 yrs,36–45,Far (26–50 km),9–12 yrs,Band 4 – High,N/A (Still Employed),Good,Very Low,Fair,3.19,High Risk
292,39,Rosy,Speares,Female,Sales,Data Analyst,Master's,Single,9,8,Female,5,2020,139,1,1,False,,0,4,6–10 yrs,36–45,Near (≤10 km),3–5 yrs,Band 3 – Mid-High,N/A (Still Employed),Outstanding,Very Low,Very Poor,3.166,High Risk
293,49,Phyllis,Tout,Female,Marketing,Marketing Lead,Bachelor's,Married,7,26,Female,2,2014,95,2,4,False,,0,10,6–10 yrs,46–55,Far (26–50 km),9–12 yrs,Band 1 – Low,N/A (Still Employed),Below Average,High,Poor,2.952,High Risk
294,46,Minette,Jiroutek,Female,Finance,Marketing Lead,Bachelor's,Single,1,1,Female,3,2016,80,5,2,False,,0,8,0–2 yrs,46–55,Near (≤10 km),6–8 yrs,Band 1 – Low,N/A (Still Employed),Average,Low,Excellent,2.452,Medium Risk
295,44,Dion,Shawel,Female,Marketing,Developer,Master's,Divorced,5,40,Female,2,2016,126,1,2,False,4.0,0,8,3–5 yrs,36–45,Far (26–50 km),6–8 yrs,Band 1 – Low,Low Dissatisfaction,Below Average,Low,Very Poor,3.73,High Risk
296,51,Anna-diane,Ewart,Female,Operations,Marketing Lead,Bachelor's,Single,15,13,Female,1,2021,171,4,4,False,,0,3,11–20 yrs,46–55,Medium (11–25 km),3–5 yrs,Band 3 – Mid-High,N/A (Still Employed),Needs Improvement,High,Good,2.276,Low Risk
297,38,Dorie,Meachan,Male,HR,Manager,Bachelor's,Divorced,3,48,Male,1,2022,198,5,2,False,,0,2,3–5 yrs,36–45,Far (26–50 km),0–2 yrs,Band 1 – Low,N/A (Still Employed),Needs Improvement,Low,Excellent,2.646,Medium Risk
298,35,Ernaline,MacCheyne,Female,HR,Developer,Bachelor's,Married,13,1,Female,4,2011,141,1,2,False,,0,13,11–20 yrs,26–35,Near (≤10 km),12+ yrs,Band 3 – Mid-High,N/A (Still Employed),Good,Low,Very Poor,3.502,High Risk
299,51,Wynny,Atchly,Female,Marketing,Marketing Lead,Bachelor's,Divorced,20,46,Female,3,2017,182,3,4,False,,0,7,11–20 yrs,46–55,Far (26–50 km),6–8 yrs,Band 4 – High,N/A (Still Employed),Average,High,Fair,2.392,Medium Risk
300,41,Farley,Broggelli,Male,Finance,Manager,Bachelor's,Married,8,28,Male,3,2016,28,3,2,False,,0,8,6–10 yrs,36–45,Far (26–50 km),6–8 yrs,Band 2 – Mid-Low,N/A (Still Employed),Average,Low,Fair,3.006,High Risk
301,55,Jakob,Oxteby,Male,HR,HR Specialist,Bachelor's,Single,17,45,Male,2,2023,190,4,4,False,,0,1,11–20 yrs,46–55,Far (26–50 km),0–2 yrs,Band 4 – High,N/A (Still Employed),Below Average,High,Good,2.04,Low Risk
302,47,Richmound,Dore,Male,Marketing,HR Specialist,Master's,Single,11,35,Male,2,2016,186,4,4,False,,0,8,11–20 yrs,46–55,Far (26–50 km),6–8 yrs,Band 2 – Mid-Low,N/A (Still Employed),Below Average,High,Good,2.37,Medium Risk
303,59,Gordan,Van der Linde,Male,Marketing,Marketing Lead,Bachelor's,Divorced,19,48,Male,3,2012,90,1,5,False,,0,12,11–20 yrs,55+,Far (26–50 km),9–12 yrs,Band 4 – High,N/A (Still Employed),Average,Very High,Very Poor,2.846,Medium Risk
